ID_Pedido,Fecha_pedido,Anio,Mes_num,Mes,Estacion,ID_Cliente,Pais,Region,Ciudad,Segmento_Cliente,Categoria_Producto,Producto,Canal,Campania,Dispositivo,Unidades,Precio_unitario,Descuento_pct,Ingresos,Costo,Ganancia,Devolucion,Satisfaccion,Dias_entrega
ARG-2024-00457,10/08/2024,2024,8,Agosto,Invierno,CUST-1124,Mexico,Centro,CDMX,Estandar,Belleza,Serum Facial,Tienda,Temporada Alta,No Aplica,2,47.29,0.092,75.55,38.01,37.54,0,4.1,2
ARG-2024-00616,10/08/2024,2024,8,Agosto,Invierno,CUST-1247,Mexico,Norte,Monterrey,Premium,Deportes,Reloj Deportivo,Marketplace,Temporada Alta,Mobile,1,290.18,0.036,246.18,159.35,86.84,0,3.1,7
ARG-2024-00308,13/08/2024,2024,8,Agosto,Invierno,CUST-1045,Colombia,Pacifico,Cali,Basico,Deportes,Set Mancuernas,Online,Cyber Days,Desktop,1,93.08,0.179,67.21,39.85,27.36,0,4.2,6
ARG-2024-00540,16/08/2024,2024,8,Agosto,Invierno,CUST-1257,Peru,Sierra,Cusco,Estandar,Hogar,Organizador Cocina,Tienda,No Aplica,No Aplica,1,47.65,0.015,41.32,24.26,17.06,0,4.1,1
ARG-2024-00753,16/08/2024,2024,8,Agosto,Invierno,CUST-1289,Colombia,Andina,Medellin,Estandar,Hogar,Cafetera Plus,Online,Always On,Desktop,1,127.69,0.038,108.13,67.3,40.83,0,4.1,4
ARG-2024-00738,17/08/2024,2024,8,Agosto,Invierno,CUST-1159,Colombia,Andina,Medellin,Estandar,Moda,Camisa Oxford,Marketplace,Always On,Tablet,1,63.04,0.046,52.94,28.31,24.62,0,2.4,7
ARG-2024-00112,18/08/2024,2024,8,Agosto,Invierno,CUST-1292,Colombia,Caribe,Barranquilla,Estandar,Moda,Jeans Slim,Online,Cyber Days,Mobile,3,81.62,0.164,180.16,98.96,48.77,1,3.7,2
ARG-2024-00655,19/08/2024,2024,8,Agosto,Invierno,CUST-1050,Peru,Sierra,Cusco,Estandar,Hogar,Cafetera Plus,Online,No Aplica,Mobile,1,101.73,0.0,89.52,56.16,33.36,0,3.3,4
ARG-2024-00216,19/08/2024,2024,8,Agosto,Invierno,CUST-1182,Colombia,Andina,Bogota,Estandar,Deportes,Mat Yoga,Tienda,Cyber Days,No Aplica,1,39.88,0.213,27.61,16.9,10.71,0,4.4,1
ARG-2024-00418,20/08/2024,2024,8,Agosto,Invierno,CUST-1034,Chile,Norte,Antofagasta,Estandar,Deportes,Mat Yoga,Online,Temporada Alta,Mobile,1,37.87,0.075,30.84,19.36,11.48,0,4.2,4
ARG-2024-00659,22/08/2024,2024,8,Agosto,Invierno,CUST-1011,Mexico,Centro,Puebla,Basico,Deportes,Casco Ciclismo,Online,No Aplica,Desktop,2,68.98,0.043,116.22,73.73,42.49,0,4.6,3
ARG-2024-00741,24/08/2024,2024,8,Agosto,Invierno,CUST-1160,Colombia,Caribe,Barranquilla,Estandar,Deportes,Casco Ciclismo,Marketplace,Back to School,Desktop,1,66.43,0.136,50.49,30.98,19.52,0,4.7,4
ARG-2024-00536,24/08/2024,2024,8,Agosto,Invierno,CUST-1258,Colombia,Andina,Bogota,Basico,Hogar,Organizador Cocina,Tienda,Cyber Days,No Aplica,2,37.49,0.162,55.29,34.63,20.66,0,3.6,1
ARG-2024-00379,26/08/2024,2024,8,Agosto,Invierno,CUST-1105,Colombia,Caribe,Barranquilla,Estandar,Hogar,Aspiradora Max,Marketplace,Always On,Desktop,2,248.62,0.088,399.06,232.91,166.15,0,2.8,5
ARG-2024-00056,27/08/2024,2024,8,Agosto,Invierno,CUST-1028,Peru,Costa,Trujillo,Premium,Hogar,Lampara Desk,Online,No Aplica,Mobile,2,84.69,0.002,148.8,87.08,61.72,0,4.2,2
ARG-2024-00043,27/08/2024,2024,8,Agosto,Invierno,CUST-1242,Peru,Costa,Lima,Premium,Moda,Bolso Ejecutivo,Online,Back to School,Mobile,2,117.84,0.128,180.76,103.65,77.11,0,3.4,2
ARG-2024-00642,30/08/2024,2024,8,Agosto,Invierno,CUST-1180,Peru,Costa,Trujillo,Premium,Belleza,Secador Ionic,Marketplace,Always On,Mobile,1,110.72,0.05,92.55,45.75,46.81,0,4.1,4
ARG-2024-00356,02/09/2024,2024,9,Septiembre,Primavera,CUST-1235,Chile,Centro,Valparaiso,Premium,Belleza,Secador Ionic,Tienda,Always On,No Aplica,1,139.54,0.053,136.11,65.02,71.08,0,4.3,1
ARG-2024-00533,03/09/2024,2024,9,Septiembre,Primavera,CUST-1117,Colombia,Andina,Bogota,Basico,Deportes,Bicicleta Indoor,Tienda,Cyber Days,No Aplica,3,435.23,0.138,1159.15,751.06,408.08,0,3.9,1
ARG-2024-00060,03/09/2024,2024,9,Septiembre,Primavera,CUST-1195,Chile,Sur,Concepcion,Basico,Tecnologia,Audifonos Pro,Online,Back to School,Desktop,1,139.88,0.14,123.84,90.29,33.56,0,4.4,4
ARG-2024-00298,04/09/2024,2024,9,Septiembre,Primavera,CUST-1196,Mexico,Norte,Monterrey,Premium,Hogar,Aspiradora Max,Online,Always On,Desktop,1,292.81,0.103,270.4,164.88,105.52,0,3.4,2
ARG-2024-00439,04/09/2024,2024,9,Septiembre,Primavera,CUST-1064,Peru,Costa,Lima,Basico,Deportes,Mat Yoga,Online,Temporada Alta,Tablet,1,26.78,0.074,25.54,15.96,9.58,0,3.6,6
ARG-2024-00366,11/09/2024,2024,9,Septiembre,Primavera,CUST-1077,Colombia,Pacifico,Cali,Premium,Belleza,Secador Ionic,Online,Always On,Desktop,2,97.29,0.038,192.81,100.16,92.65,0,4.9,3
ARG-2024-00238,12/09/2024,2024,9,Septiembre,Primavera,CUST-1027,Chile,Sur,Concepcion,Estandar,Moda,Bolso Ejecutivo,Online,Back to School,Mobile,4,113.79,0.143,401.66,214.62,187.05,0,4.5,5
ARG-2024-00229,13/09/2024,2024,9,Septiembre,Primavera,CUST-1140,Colombia,Caribe,Barranquilla,Estandar,Deportes,Casco Ciclismo,Marketplace,Always On,Tablet,4,74.45,0.086,280.51,188.63,91.88,0,4.4,7
ARG-2024-00514,13/09/2024,2024,9,Septiembre,Primavera,CUST-1095,Chile,Centro,Santiago,Estandar,Tecnologia,Parlante Home,Tienda,Cyber Days,No Aplica,2,151.42,0.138,268.82,195.21,73.62,0,3.2,2
ARG-2024-00364,13/09/2024,2024,9,Septiembre,Primavera,CUST-1082,Mexico,Centro,Puebla,Premium,Hogar,Organizador Cocina,Marketplace,Back to School,Mobile,1,59.94,0.106,55.16,35.97,19.19,0,3.3,6
ARG-2024-00614,14/09/2024,2024,9,Septiembre,Primavera,CUST-1199,Peru,Costa,Lima,Estandar,Tecnologia,Tablet 10,Marketplace,Always On,Tablet,1,378.3,0.05,370.1,263.21,106.89,0,3.7,4
ARG-2024-00363,16/09/2024,2024,9,Septiembre,Primavera,CUST-1185,Colombia,Andina,Bogota,Premium,Moda,Bolso Ejecutivo,Tienda,Back to School,No Aplica,1,150.33,0.115,137.06,72.17,64.9,0,3.9,1
ARG-2024-00067,16/09/2024,2024,9,Septiembre,Primavera,CUST-1160,Colombia,Andina,Bogota,Premium,Deportes,Mat Yoga,Marketplace,Cyber Days,Tablet,3,44.85,0.171,114.95,73.12,41.83,0,3.7,6
ARG-2024-00359,18/09/2024,2024,9,Septiembre,Primavera,CUST-1292,Colombia,Andina,Bogota,Basico,Hogar,Cafetera Plus,Online,Cyber Days,Desktop,2,86.87,0.134,155.04,96.61,58.43,0,4.6,3
ARG-2024-00445,20/09/2024,2024,9,Septiembre,Primavera,CUST-1168,Colombia,Andina,Bogota,Premium,Hogar,Organizador Cocina,Online,Cyber Days,Mobile,2,56.69,0.158,98.33,57.71,40.62,0,3.2,5
ARG-2024-00518,20/09/2024,2024,9,Septiembre,Primavera,CUST-1120,Mexico,Centro,CDMX,Estandar,Hogar,Aspiradora Max,Online,Back to School,Mobile,1,257.68,0.128,231.49,149.33,82.15,0,3.9,5
ARG-2024-00175,21/09/2024,2024,9,Septiembre,Primavera,CUST-1177,Mexico,Centro,CDMX,Estandar,Deportes,Mat Yoga,Online,Cyber Days,Desktop,3,37.91,0.147,99.96,64.65,35.31,0,5.0,3
ARG-2024-00257,21/09/2024,2024,9,Septiembre,Primavera,CUST-1207,Peru,Costa,Lima,Estandar,Moda,Camisa Oxford,Online,No Aplica,Mobile,1,54.71,0.0,56.36,29.25,27.11,0,4.2,3
ARG-2024-00385,23/09/2024,2024,9,Septiembre,Primavera,CUST-1191,Mexico,Norte,Monterrey,Premium,Tecnologia,Tablet 10,Online,Always On,Mobile,2,512.01,0.0,1054.74,766.87,287.87,0,4.0,3
ARG-2024-00748,24/09/2024,2024,9,Septiembre,Primavera,CUST-1056,Mexico,Occidente,Guadalajara,Estandar,Belleza,Kit Skin Care,Online,No Aplica,Mobile,2,86.7,0.013,176.19,88.52,87.66,0,3.5,5
ARG-2024-00022,24/09/2024,2024,9,Septiembre,Primavera,CUST-1281,Peru,Costa,Lima,Estandar,Hogar,Organizador Cocina,Tienda,Back to School,No Aplica,1,47.69,0.144,42.07,28.37,13.7,0,3.8,2
ARG-2024-00625,24/09/2024,2024,9,Septiembre,Primavera,CUST-1287,Mexico,Occidente,Guadalajara,Estandar,Deportes,Bicicleta Indoor,Marketplace,Always On,Mobile,1,581.54,0.058,564.09,336.88,227.21,0,3.6,4
ARG-2024-00191,25/09/2024,2024,9,Septiembre,Primavera,CUST-1110,Chile,Centro,Valparaiso,Estandar,Tecnologia,Camara Sport,Marketplace,Cyber Days,Mobile,1,323.76,0.189,270.53,201.97,68.56,0,3.3,6
ARG-2024-00093,28/09/2024,2024,9,Septiembre,Primavera,CUST-1214,Chile,Centro,Santiago,Estandar,Tecnologia,Audifonos Pro,Online,Always On,Mobile,1,181.55,0.035,180.54,130.91,49.63,0,4.8,4
ARG-2024-00561,29/09/2024,2024,9,Septiembre,Primavera,CUST-1217,Colombia,Caribe,Barranquilla,Premium,Hogar,Aspiradora Max,Tienda,Cyber Days,No Aplica,1,316.42,0.188,264.74,148.51,116.23,0,3.1,1
ARG-2024-00413,30/09/2024,2024,9,Septiembre,Primavera,CUST-1149,Peru,Sierra,Cusco,Estandar,Moda,Chaqueta Urbana,Marketplace,No Aplica,Mobile,1,145.12,0.0,149.48,83.95,65.52,0,4.5,4
ARG-2024-00521,01/10/2024,2024,10,Octubre,Primavera,CUST-1086,Mexico,Centro,CDMX,Estandar,Belleza,Perfume Urban,Online,Cyber Days,Mobile,2,110.08,0.199,181.56,89.23,92.33,0,3.8,7
ARG-2024-00381,01/10/2024,2024,10,Octubre,Primavera,CUST-1024,Colombia,Andina,Bogota,Estandar,Tecnologia,Parlante Home,Online,Always On,Desktop,3,131.9,0.032,394.72,277.67,117.05,0,5.0,2
ARG-2024-00212,02/10/2024,2024,10,Octubre,Primavera,CUST-1262,Peru,Costa,Trujillo,Premium,Hogar,Lampara Desk,Online,Back to School,Mobile,4,69.97,0.116,254.92,150.37,104.55,0,3.9,2
ARG-2024-00428,02/10/2024,2024,10,Octubre,Primavera,CUST-1155,Mexico,Centro,CDMX,Estandar,Tecnologia,Audifonos Pro,Online,Back to School,Tablet,1,154.67,0.099,143.53,96.07,47.46,0,3.5,5
ARG-2024-00039,03/10/2024,2024,10,Octubre,Primavera,CUST-1154,Chile,Sur,Concepcion,Estandar,Hogar,Aspiradora Max,Online,No Aplica,Desktop,1,248.98,0.0,256.45,160.74,95.71,0,4.9,3
ARG-2024-00123,04/10/2024,2024,10,Octubre,Primavera,CUST-1120,Peru,Costa,Trujillo,Estandar,Hogar,Cafetera Plus,Marketplace,Temporada Alta,Desktop,3,102.18,0.071,293.47,181.67,58.98,1,3.2,3
ARG-2024-00520,10/10/2024,2024,10,Octubre,Primavera,CUST-1104,Chile,Centro,Santiago,Estandar,Hogar,Aspiradora Max,Online,Back to School,Desktop,1,280.16,0.143,247.4,152.87,94.54,0,3.5,5
ARG-2024-00474,15/10/2024,2024,10,Octubre,Primavera,CUST-1195,Peru,Sierra,Cusco,Estandar,Belleza,Perfume Urban,Online,Cyber Days,Mobile,2,89.52,0.161,154.71,76.39,78.32,0,4.4,3
ARG-2024-00342,16/10/2024,2024,10,Octubre,Primavera,CUST-1159,Mexico,Occidente,Guadalajara,Premium,Tecnologia,Audifonos Pro,Online,Always On,Mobile,4,182.82,0.056,710.96,517.47,193.48,0,3.5,5
ARG-2024-00436,18/10/2024,2024,10,Octubre,Primavera,CUST-1200,Chile,Norte,Antofagasta,Estandar,Tecnologia,Smartwatch Fit,Online,No Aplica,Mobile,2,268.92,0.0,553.97,391.39,162.58,0,4.5,4
ARG-2024-00018,20/10/2024,2024,10,Octubre,Primavera,CUST-1266,Colombia,Pacifico,Cali,Basico,Tecnologia,Parlante Home,Online,Cyber Days,Desktop,1,90.22,0.137,80.24,56.89,23.36,0,3.8,2
ARG-2024-00454,22/10/2024,2024,10,Octubre,Primavera,CUST-1060,Colombia,Andina,Bogota,Basico,Tecnologia,Smartwatch Fit,Online,Always On,Mobile,1,151.78,0.062,146.68,114.78,31.91,0,3.7,6
ARG-2024-00704,23/10/2024,2024,10,Octubre,Primavera,CUST-1010,Chile,Norte,Antofagasta,Premium,Deportes,Set Mancuernas,Marketplace,Cyber Days,Mobile,1,165.71,0.214,134.07,87.12,46.95,0,3.8,7
ARG-2024-00612,24/10/2024,2024,10,Octubre,Primavera,CUST-1241,Chile,Centro,Valparaiso,Estandar,Moda,Chaqueta Urbana,Tienda,No Aplica,No Aplica,1,166.87,0.025,167.65,88.64,79.01,0,,2
ARG-2024-00394,30/10/2024,2024,10,Octubre,Primavera,CUST-1152,Colombia,Andina,Bogota,Premium,Hogar,Cafetera Plus,Marketplace,Always On,Mobile,1,142.45,0.055,138.7,84.9,53.8,0,4.7,5
ARG-2024-00468,30/10/2024,2024,10,Octubre,Primavera,CUST-1134,Colombia,Pacifico,Cali,Estandar,Moda,Camisa Oxford,Marketplace,Back to School,Desktop,3,55.8,0.106,154.13,83.78,70.35,0,4.3,3
ARG-2024-00358,30/10/2024,2024,10,Octubre,Primavera,CUST-1116,Colombia,Andina,Medellin,Estandar,Moda,Zapatillas Run,Tienda,Always On,No Aplica,1,107.34,0.064,103.5,56.45,47.04,0,4.4,1
ARG-2024-00251,30/10/2024,2024,10,Octubre,Primavera,CUST-1186,Chile,Sur,Concepcion,Estandar,Tecnologia,Audifonos Pro,Online,No Aplica,Desktop,1,161.63,0.006,165.53,112.01,53.52,0,4.8,4
ARG-2024-00420,30/10/2024,2024,10,Octubre,Primavera,CUST-1137,Mexico,Occidente,Guadalajara,Estandar,Moda,Bolso Ejecutivo,Tienda,Temporada Alta,No Aplica,1,108.84,0.036,108.03,58.98,49.05,0,3.5,1
ARG-2024-00243,01/11/2024,2024,11,Noviembre,Primavera,CUST-1253,Peru,Sierra,Arequipa,Estandar,Deportes,Bicicleta Indoor,Marketplace,No Aplica,Mobile,4,462.21,0.008,1889.96,1205.64,344.13,1,3.5,3
ARG-2024-00129,01/11/2024,2024,11,Noviembre,Primavera,CUST-1060,Mexico,Norte,Monterrey,Estandar,Tecnologia,Parlante Home,Tienda,Always On,No Aplica,1,134.09,0.122,121.32,86.57,34.75,0,3.8,3
ARG-2024-00033,01/11/2024,2024,11,Noviembre,Primavera,CUST-1268,Chile,Centro,Valparaiso,Premium,Hogar,Lampara Desk,Marketplace,Always On,Mobile,4,86.45,0.072,330.55,204.69,125.86,0,3.8,5
ARG-2024-00109,01/11/2024,2024,11,Noviembre,Primavera,CUST-1169,Peru,Costa,Trujillo,Basico,Tecnologia,Tablet 10,Tienda,Back to School,No Aplica,1,306.82,0.12,278.18,197.48,80.7,0,4.2,3
ARG-2024-00465,02/11/2024,2024,11,Noviembre,Primavera,CUST-1143,Mexico,Occidente,Guadalajara,Estandar,Tecnologia,Audifonos Pro,Online,Always On,Mobile,1,164.8,0.069,158.06,111.39,46.67,0,4.5,4
ARG-2024-00291,02/11/2024,2024,11,Noviembre,Primavera,CUST-1112,Colombia,Andina,Bogota,Estandar,Tecnologia,Tablet 10,Online,Always On,Mobile,1,420.89,0.065,405.5,290.01,115.49,0,4.4,3
ARG-2024-00696,02/11/2024,2024,11,Noviembre,Primavera,CUST-1234,Chile,Sur,Concepcion,Basico,Belleza,Cepillo Electrico,Tienda,No Aplica,No Aplica,4,55.42,0.0,228.32,107.16,121.16,0,4.0,2
ARG-2024-00088,02/11/2024,2024,11,Noviembre,Primavera,CUST-1188,Chile,Centro,Santiago,Premium,Tecnologia,Tablet 10,Tienda,No Aplica,No Aplica,1,587.88,0.017,595.26,426.75,168.51,0,4.4,1
ARG-2024-00637,03/11/2024,2024,11,Noviembre,Primavera,CUST-1024,Colombia,Andina,Bogota,Basico,Tecnologia,Tablet 10,Tienda,Temporada Alta,No Aplica,1,347.8,0.04,344.0,249.19,32.89,1,3.1,1
ARG-2024-00470,03/11/2024,2024,11,Noviembre,Primavera,CUST-1182,Mexico,Centro,CDMX,Estandar,Moda,Chaqueta Urbana,Tienda,Cyber Days,No Aplica,2,145.23,0.168,249.03,149.42,99.61,0,4.3,1
ARG-2024-00133,04/11/2024,2024,11,Noviembre,Primavera,CUST-1299,Colombia,Caribe,Barranquilla,Basico,Moda,Zapatillas Run,Online,Temporada Alta,Desktop,1,98.34,0.012,100.08,55.61,44.47,0,4.5,3
ARG-2024-00307,05/11/2024,2024,11,Noviembre,Primavera,CUST-1275,Peru,Sierra,Arequipa,Estandar,Hogar,Lampara Desk,Marketplace,Cyber Days,Desktop,2,62.67,0.194,104.04,61.87,42.17,0,4.1,5
ARG-2024-00050,05/11/2024,2024,11,Noviembre,Primavera,CUST-1101,Mexico,Centro,CDMX,Basico,Deportes,Reloj Deportivo,Online,Cyber Days,Desktop,1,197.81,0.222,158.57,99.32,59.25,0,4.1,6
ARG-2024-00557,05/11/2024,2024,11,Noviembre,Primavera,CUST-1164,Mexico,Centro,Puebla,Premium,Moda,Camisa Oxford,Marketplace,Back to School,Mobile,3,73.29,0.074,209.63,116.65,92.98,0,3.7,4
ARG-2024-00609,05/11/2024,2024,11,Noviembre,Primavera,CUST-1276,Mexico,Occidente,Guadalajara,Estandar,Moda,Chaqueta Urbana,Online,Temporada Alta,Mobile,1,171.27,0.074,163.29,92.44,70.85,0,4.1,4
ARG-2024-00630,09/11/2024,2024,11,Noviembre,Primavera,CUST-1263,Mexico,Centro,Puebla,Estandar,Deportes,Bicicleta Indoor,Tienda,No Aplica,No Aplica,2,566.47,0.0,1166.92,779.46,387.47,0,4.5,2
ARG-2024-00635,09/11/2024,2024,11,Noviembre,Primavera,CUST-1237,Peru,Costa,Trujillo,Basico,Tecnologia,Smartwatch Fit,Tienda,No Aplica,No Aplica,2,155.61,0.0,320.55,232.65,87.89,0,4.6,1
ARG-2024-00014,09/11/2024,2024,11,Noviembre,Primavera,CUST-1233,Mexico,Occidente,Guadalajara,Premium,Tecnologia,Camara Sport,Online,Cyber Days,Mobile,1,297.24,0.223,238.01,180.64,57.37,0,4.5,5
ARG-2024-00095,10/11/2024,2024,11,Noviembre,Primavera,CUST-1198,Peru,Costa,Lima,Estandar,Tecnologia,Smartwatch Fit,Online,No Aplica,Tablet,3,181.68,0.021,549.55,409.23,140.31,0,,5
ARG-2024-00199,10/11/2024,2024,11,Noviembre,Primavera,CUST-1086,Peru,Costa,Lima,Basico,Moda,Bolso Ejecutivo,Tienda,Back to School,No Aplica,1,89.96,0.105,82.93,43.22,39.7,0,4.8,1
ARG-2024-00344,11/11/2024,2024,11,Noviembre,Primavera,CUST-1118,Mexico,Centro,Puebla,Basico,Moda,Bolso Ejecutivo,Tienda,No Aplica,No Aplica,1,95.57,0.0,98.44,52.46,45.98,0,4.5,1
ARG-2024-00546,11/11/2024,2024,11,Noviembre,Primavera,CUST-1177,Colombia,Andina,Bogota,Basico,Moda,Zapatillas Run,Tienda,Temporada Alta,No Aplica,2,89.46,0.093,167.11,96.02,71.08,0,4.0,1
ARG-2024-00487,13/11/2024,2024,11,Noviembre,Primavera,CUST-1023,Peru,Sierra,Cusco,Estandar,Hogar,Aspiradora Max,Online,No Aplica,Mobile,1,212.21,0.0,218.58,134.0,84.58,0,3.9,1
ARG-2024-00670,14/11/2024,2024,11,Noviembre,Primavera,CUST-1040,Colombia,Andina,Medellin,Premium,Hogar,Cafetera Plus,Online,Back to School,Mobile,1,152.21,0.116,138.52,80.63,57.89,0,4.0,3
ARG-2024-00404,14/11/2024,2024,11,Noviembre,Primavera,CUST-1277,Colombia,Caribe,Barranquilla,Basico,Hogar,Lampara Desk,Marketplace,No Aplica,Desktop,2,40.59,0.005,83.18,50.65,32.53,0,4.8,4
ARG-2024-00519,15/11/2024,2024,11,Noviembre,Primavera,CUST-1273,Peru,Costa,Trujillo,Premium,Tecnologia,Audifonos Pro,Marketplace,Temporada Alta,Mobile,1,176.37,0.078,167.53,123.38,44.15,0,3.6,5
ARG-2024-00395,16/11/2024,2024,11,Noviembre,Primavera,CUST-1147,Chile,Centro,Valparaiso,Estandar,Tecnologia,Tablet 10,Tienda,Temporada Alta,No Aplica,2,389.9,0.062,753.47,506.86,246.61,0,4.6,1
ARG-2024-00508,16/11/2024,2024,11,Noviembre,Primavera,CUST-1218,Colombia,Andina,Medellin,Estandar,Belleza,Secador Ionic,Online,Temporada Alta,Desktop,1,88.7,0.034,88.29,44.28,44.01,0,3.2,3
ARG-2024-00031,17/11/2024,2024,11,Noviembre,Primavera,CUST-1165,Chile,Norte,Antofagasta,Estandar,Moda,Jeans Slim,Online,Back to School,Mobile,2,84.46,0.087,158.88,92.18,66.7,0,4.5,3
ARG-2024-00279,18/11/2024,2024,11,Noviembre,Primavera,CUST-1206,Peru,Sierra,Cusco,Estandar,Tecnologia,Smartwatch Fit,Online,Cyber Days,Mobile,2,210.42,0.199,347.33,239.12,108.21,0,4.3,4
ARG-2024-00700,18/11/2024,2024,11,Noviembre,Primavera,CUST-1068,Mexico,Centro,Puebla,Estandar,Hogar,Lampara Desk,Marketplace,Always On,Mobile,4,63.8,0.056,248.17,150.09,98.08,0,4.9,4
ARG-2024-00552,19/11/2024,2024,11,Noviembre,Primavera,CUST-1272,Colombia,Pacifico,Cali,Premium,Tecnologia,Tablet 10,Online,Always On,Mobile,2,523.45,0.029,1046.95,779.67,267.28,0,3.5,5
ARG-2024-00410,19/11/2024,2024,11,Noviembre,Primavera,CUST-1120,Chile,Centro,Valparaiso,Estandar,Belleza,Kit Skin Care,Online,Always On,Mobile,2,82.16,0.064,158.47,80.04,78.43,0,3.9,3
ARG-2024-00059,20/11/2024,2024,11,Noviembre,Primavera,CUST-1203,Peru,Costa,Lima,Estandar,Tecnologia,Camara Sport,Tienda,Cyber Days,No Aplica,1,250.35,0.197,206.98,146.9,60.08,0,3.9,3
ARG-2024-00466,21/11/2024,2024,11,Noviembre,Primavera,CUST-1189,Colombia,Andina,Bogota,Basico,Hogar,Lampara Desk,Marketplace,Always On,Mobile,1,62.99,0.064,60.71,38.88,21.83,0,4.4,5
ARG-2024-00326,21/11/2024,2024,11,Noviembre,Primavera,CUST-1172,Mexico,Occidente,Guadalajara,Estandar,Hogar,Aspiradora Max,Online,Always On,Mobile,4,261.19,0.011,1063.84,648.4,415.44,0,4.5,3
ARG-2024-00163,21/11/2024,2024,11,Noviembre,Primavera,CUST-1035,Mexico,Norte,Monterrey,Estandar,Hogar,Lampara Desk,Online,Always On,Mobile,1,68.77,0.061,66.49,42.66,23.84,0,4.5,3
ARG-2024-00435,22/11/2024,2024,11,Noviembre,Primavera,CUST-1109,Colombia,Andina,Bogota,Estandar,Deportes,Bicicleta Indoor,Online,Cyber Days,Desktop,1,513.68,0.196,425.31,287.23,138.07,0,4.5,4
ARG-2024-00044,23/11/2024,2024,11,Noviembre,Primavera,CUST-1062,Mexico,Centro,CDMX,Basico,Moda,Zapatillas Run,Marketplace,Cyber Days,Desktop,1,106.28,0.156,92.4,50.85,24.92,1,3.1,5
ARG-2024-00319,23/11/2024,2024,11,Noviembre,Primavera,CUST-1156,Colombia,Caribe,Barranquilla,Estandar,Tecnologia,Tablet 10,Tienda,Back to School,No Aplica,1,428.93,0.139,380.24,272.49,107.75,0,4.1,1
ARG-2024-00173,24/11/2024,2024,11,Noviembre,Primavera,CUST-1232,Chile,Sur,Concepcion,Estandar,Hogar,Organizador Cocina,Tienda,Always On,No Aplica,1,61.85,0.057,60.09,41.28,18.81,0,3.9,3
ARG-2024-00118,24/11/2024,2024,11,Noviembre,Primavera,CUST-1162,Colombia,Pacifico,Cali,Premium,Moda,Zapatillas Run,Tienda,No Aplica,No Aplica,1,163.09,0.006,166.99,90.23,76.76,0,4.6,2
ARG-2024-00558,25/11/2024,2024,11,Noviembre,Primavera,CUST-1010,Colombia,Andina,Medellin,Basico,Deportes,Bicicleta Indoor,Online,Cyber Days,Desktop,4,369.75,0.161,1277.5,793.1,484.4,0,4.6,5
ARG-2024-00485,26/11/2024,2024,11,Noviembre,Primavera,CUST-1260,Chile,Norte,Antofagasta,Basico,Deportes,Mat Yoga,Online,Temporada Alta,Mobile,1,32.21,0.07,30.84,20.35,10.49,0,4.0,3
ARG-2024-00688,27/11/2024,2024,11,Noviembre,Primavera,CUST-1076,Mexico,Centro,Puebla,Basico,Tecnologia,Audifonos Pro,Marketplace,No Aplica,Mobile,3,137.31,0.0,424.28,310.77,113.51,0,4.2,5
ARG-2024-00476,27/11/2024,2024,11,Noviembre,Primavera,CUST-1000,Mexico,Centro,Puebla,Basico,Moda,Jeans Slim,Tienda,Back to School,No Aplica,1,75.02,0.128,67.36,39.48,27.89,0,4.4,1
ARG-2024-00594,28/11/2024,2024,11,Noviembre,Primavera,CUST-1286,Colombia,Andina,Medellin,Estandar,Deportes,Casco Ciclismo,Marketplace,Cyber Days,Mobile,1,71.39,0.183,60.05,36.1,23.95,0,3.5,6
ARG-2024-00498,30/11/2024,2024,11,Noviembre,Primavera,CUST-1061,Chile,Centro,Santiago,Basico,Belleza,Cepillo Electrico,Marketplace,,Desktop,2,44.7,0.008,91.32,49.05,42.26,0,3.1,5
ARG-2024-00186,01/12/2024,2024,12,Diciembre,Verano,CUST-1286,Mexico,Norte,Monterrey,Premium,Tecnologia,Audifonos Pro,Tienda,Temporada Alta,No Aplica,4,194.51,0.081,800.44,601.51,198.92,0,3.8,1
ARG-2024-00013,01/12/2024,2024,12,Diciembre,Verano,CUST-1283,Peru,Sierra,Cusco,Estandar,Deportes,Casco Ciclismo,Online,Cyber Days,Mobile,1,62.43,0.178,57.47,37.47,20.0,0,5.0,4
ARG-2024-00562,02/12/2024,2024,12,Diciembre,Verano,CUST-1253,Colombia,Caribe,Barranquilla,Premium,Tecnologia,Tablet 10,Tienda,Always On,No Aplica,1,571.92,0.039,615.76,474.82,140.95,0,4.1,1
ARG-2024-00480,02/12/2024,2024,12,Diciembre,Verano,CUST-1140,Colombia,Pacifico,Cali,Premium,Deportes,Set Mancuernas,Online,Cyber Days,Mobile,1,154.46,0.143,148.34,97.78,50.55,0,4.4,4
ARG-2024-00357,03/12/2024,2024,12,Diciembre,Verano,CUST-1214,Colombia,Caribe,Barranquilla,Premium,Tecnologia,Parlante Home,Online,No Aplica,Desktop,3,172.24,0.019,567.86,416.86,151.0,0,4.6,4
ARG-2024-00560,03/12/2024,2024,12,Diciembre,Verano,CUST-1147,Mexico,Occidente,Guadalajara,Basico,Belleza,Kit Skin Care,Online,Temporada Alta,Desktop,1,61.8,0.085,63.32,30.77,32.55,0,4.1,5
